team_abbr,lineup,lineup_ok,lineup_matches,lineup_remainder,lineup_num,man1,man2,man3,man4,man5,minutes,net,off_pts,off_delta,off_3pt,offts,offts_net,offtov,offtov_net,offorb,offorb_net,def_pts,def_delta,def_3pt,defts,defts_net,deftov,deftov_net,deforb,deforb_net,source_url
ATL,AlexanderOkongwuJohnsonDanielsRisacher,TRUE,5,,1,Alexander,Okongwu,Johnson,Daniels,Risacher,247,0.1,118.6,2.6,38.6,60.6,2.8,14.1,-0.3,26.2,-3.8,118.5,2.5,38.7,60.7,3,15,0.6,25.9,-4.2,https://databallr.com/wowy/ATL/2026/2026/regular/high/5man
ATL,AlexanderOkongwuKrejciJohnsonDaniels,TRUE,5,,2,Alexander,Okongwu,Krejci,Johnson,Daniels,172,-1,104.2,-11.8,30.6,53.8,-4,15.1,0.7,24.1,-5.9,105.2,-10.8,33.1,55.8,-1.9,18.6,4.2,29,-1.1,https://databallr.com/wowy/ATL/2026/2026/regular/high/5man
ATL,AlexanderJohnsonDanielsRisacherPorziņģis,TRUE,5,,3,Alexander,Johnson,Daniels,Risacher,Porziņģis,117,-1.3,118.3,2.3,35.6,58.5,0.7,12,-2.4,29.5,-0.6,119.6,3.6,39.6,58.1,0.4,12.2,-2.1,28.9,-1.2,https://databallr.com/wowy/ATL/2026/2026/regular/high/5man
ATL,YoungAlexanderOkongwuJohnsonDaniels,TRUE,5,,4,Young,Alexander,Okongwu,Johnson,Daniels,45,-19.7,109.2,-6.8,34.4,58.2,0.4,14.3,-0.1,19.5,-10.6,128.8,12.8,40,67,9.3,18.3,3.9,23.5,-6.5,https://databallr.com/wowy/ATL/2026/2026/regular/high/5man
ATL,YoungOkongwuJohnsonDanielsRisacher,TRUE,5,,5,Young,Okongwu,Johnson,Daniels,Risacher,42,-25.5,120.7,4.6,37,64.5,6.8,14.1,-0.3,17.1,-12.9,146.2,30.1,49,74.7,17,9.9,-4.5,21.2,-8.9,https://databallr.com/wowy/ATL/2026/2026/regular/high/5man
ATL,KennardOkongwuKrejciWallaceGueye,TRUE,5,,6,Kennard,Okongwu,Krejci,Wallace,Gueye,40,-20.9,104.7,-11.3,39,59.3,1.6,16.5,2.1,19.4,-10.6,125.6,9.6,36.1,60.6,2.8,15.9,1.5,43.2,13.2,https://databallr.com/wowy/ATL/2026/2026/regular/high/5man
ATL,KennardKrejciJohnsonDanielsGueye,TRUE,5,,7,Kennard,Krejci,Johnson,Daniels,Gueye,38,25,123.7,7.7,34.4,56.6,-1.1,9.2,-5.2,34.2,4.1,98.7,-17.3,33.3,51.3,-6.4,20.5,6.1,29.3,-0.8,https://databallr.com/wowy/ATL/2026/2026/regular/high/5man
ATL,KennardOkongwuKrejciDanielsGueye,TRUE,5,,8,Kennard,Okongwu,Krejci,Daniels,Gueye,36,-9.9,115.5,-0.5,37.1,56.3,-1.5,15.5,1.1,37.8,7.8,125.4,9.3,50,68.8,11,19.7,5.3,29.2,-0.9,https://databallr.com/wowy/ATL/2026/2026/regular/high/5man
ATL,AlexanderOkongwuJohnsonDanielsMcCollum,TRUE,5,,9,Alexander,Okongwu,Johnson,Daniels,McCollum,36,26.3,139.2,23.2,50,69.6,11.9,12.7,-1.7,42.9,12.8,113,-3,31,53.8,-4,7.8,-6.6,25.6,-4.4,https://databallr.com/wowy/ATL/2026/2026/regular/high/5man
ATL,AlexanderOkongwuJohnsonKispertDaniels,TRUE,5,,10,Alexander,Okongwu,Johnson,Kispert,Daniels,34,-13.2,102.6,-13.4,41.9,52,-5.8,14.3,-0.1,23.3,-6.8,115.8,-0.2,41.4,59.5,1.7,14.5,0.1,25,-5.1,https://databallr.com/wowy/ATL/2026/2026/regular/high/5man
BKN,JrMannClaxtonClowneyDёmin,TRUE,5,,1,Jr,Mann,Claxton,Clowney,Dёmin,287,1.3,118.7,2.6,38.2,59.5,1.8,15.7,1.3,29.3,-0.7,117.3,1.3,37.9,59.6,1.8,14.7,0.3,27.1,-2.9,https://databallr.com/wowy/BKN/2026/2026/regular/high/5man
BKN,JrClaxtonClowneyDёminPowell,TRUE,5,,2,Jr,Claxton,Clowney,Dёmin,Powell,85,1,111.1,-4.9,42.1,58.6,0.9,15.2,0.8,20.7,-9.3,110.1,-5.9,34.4,53.2,-4.6,11.9,-2.5,29.9,-0.2,https://databallr.com/wowy/BKN/2026/2026/regular/high/5man
BKN,JrMannClaxtonThomasSaraf,TRUE,5,,3,Jr,Mann,Claxton,Thomas,Saraf,50,-24.9,117.6,1.6,41.2,60.5,2.7,14.8,0.4,21.3,-8.8,142.5,26.4,47.1,70.6,12.8,15.1,0.7,38.1,8,https://databallr.com/wowy/BKN/2026/2026/regular/high/5man
BKN,JrClaxtonMartinClowneyDёmin,TRUE,5,,4,Jr,Claxton,Martin,Clowney,Dёmin,49,-6.2,117.5,1.5,31.9,53.8,-3.9,8.2,-6.1,28.6,-1.5,123.7,7.7,41.9,60,2.3,13.4,-1,23.9,-6.2,https://databallr.com/wowy/BKN/2026/2026/regular/high/5man
BKN,JrMannClaxtonClowneyPowell,TRUE,5,,5,Jr,Mann,Claxton,Clowney,Powell,45,-47,101.2,-14.8,36.4,58.2,0.5,17.6,3.3,10.8,-19.3,148.1,32.1,47.1,65.9,8.2,11.1,-3.3,51.4,21.3,https://databallr.com/wowy/BKN/2026/2026/regular/high/5man
BKN,JrWilliamsSharpeClowneyDёmin,TRUE,5,,6,Jr,Williams,Sharpe,Clowney,Dёmin,33,25.8,121.2,5.2,47.1,70.2,12.4,22.7,8.3,20.8,-9.2,95.4,-20.6,19,53.5,-4.2,23.1,8.7,24.1,-5.9,https://databallr.com/wowy/BKN/2026/2026/regular/high/5man
BKN,MannSharpeThomasTraoréWolf,TRUE,5,,7,Mann,Sharpe,Thomas,Traoré,Wolf,32,-3.8,118.5,2.5,45.8,56.6,-1.1,7.7,-6.7,29.4,-0.7,122.2,6.2,28,57.5,-0.3,9.5,-4.9,30,-0.1,https://databallr.com/wowy/BKN/2026/2026/regular/high/5man
BKN,MannClaxtonClowneyDёminWolf,TRUE,5,,8,Mann,Claxton,Clowney,Dёmin,Wolf,32,-29,98.4,-17.6,33.3,51.7,-6.1,12.7,-1.7,16.1,-13.9,127.4,11.4,45.8,58.1,0.3,11.3,-3.1,36.4,6.3,https://databallr.com/wowy/BKN/2026/2026/regular/high/5man
BKN,SharpeThomasTraoréWolfPowell,TRUE,5,,9,Sharpe,Thomas,Traoré,Wolf,Powell,31,1.6,118,2,36,60,2.3,14.8,0.4,28.6,-1.5,116.4,0.4,29.4,60.2,2.4,11.5,-2.9,30.4,0.4,https://databallr.com/wowy/BKN/2026/2026/regular/high/5man
BKN,JrMannSharpeClowneyDёmin,TRUE,5,,10,Jr,Mann,Sharpe,Clowney,Dёmin,30,55.9,159.3,43.3,51.9,73.4,15.7,8.5,-5.9,38.5,8.4,103.4,-12.6,22.2,55.6,-2.2,19,4.6,25,-5.1,https://databallr.com/wowy/BKN/2026/2026/regular/high/5man
BOS,BrownWhiteQuetaPritchardWalsh,TRUE,5,,1,Brown,White,Queta,Pritchard,Walsh,178,2.5,121.8,5.8,37.2,59.7,2,14.4,-0,34.3,4.3,119.4,3.4,39.6,56.5,-1.3,13,-1.4,34.6,4.5,https://databallr.com/wowy/BOS/2026/2026/regular/high/5man
BOS,BrownWhiteQuetaPritchardHauser,TRUE,5,,2,Brown,White,Queta,Pritchard,Hauser,150,14.3,127.6,11.6,38.5,61.2,3.5,10.4,-3.9,29.8,-0.3,113.3,-2.7,35.3,55,-2.8,13.7,-0.7,29.3,-0.8,https://databallr.com/wowy/BOS/2026/2026/regular/high/5man
BOS,BrownWhiteQuetaPritchardMinott,TRUE,5,,3,Brown,White,Queta,Pritchard,Minott,95,1.2,116.9,0.9,28.6,55.3,-2.5,12.7,-1.7,36.4,6.3,115.7,-0.3,42.1,59.1,1.4,16.8,2.4,31.2,1.1,https://databallr.com/wowy/BOS/2026/2026/regular/high/5man
BOS,BrownWhiteQuetaPritchardGonzález,TRUE,5,,4,Brown,White,Queta,Pritchard,González,57,13,114.6,-1.4,25.6,57.8,0,14.6,0.3,30.9,0.8,101.6,-14.4,27.3,50.4,-7.3,20,5.6,33.8,3.8,https://databallr.com/wowy/BOS/2026/2026/regular/high/5man
BOS,BrownSimonsPritchardGarzaHauser,TRUE,5,,5,Brown,Simons,Pritchard,Garza,Hauser,55,6.4,132.7,16.7,45.3,56.4,-1.4,7.1,-7.3,36.8,6.7,126.3,10.3,41,63.7,6,10.5,-3.9,22.9,-7.2,https://databallr.com/wowy/BOS/2026/2026/regular/high/5man
BOS,BrownWhiteSimonsGarzaHauser,TRUE,5,,6,Brown,White,Simons,Garza,Hauser,37,12.7,123.4,7.4,34.1,56.5,-1.2,6.5,-7.9,26.7,-3.4,110.7,-5.3,42.4,57.6,-0.1,12,-2.4,18.9,-11.2,https://databallr.com/wowy/BOS/2026/2026/regular/high/5man
BOS,BrownWhitePritchardGarzaWalsh,TRUE,5,,7,Brown,White,Pritchard,Garza,Walsh,33,-11.7,116.4,0.4,42.3,61.2,3.5,21.3,6.9,35.7,5.6,128.1,12.1,31,59.4,1.7,4.7,-9.7,27.3,-2.8,https://databallr.com/wowy/BOS/2026/2026/regular/high/5man
BOS,WhiteSimonsQuetaHauserGonzález,TRUE,5,,8,White,Simons,Queta,Hauser,González,31,80.7,160,44,52.9,65.7,7.9,3.6,-10.7,41.9,11.9,79.3,-36.7,26.7,38.3,-19.4,20.7,6.3,37.5,7.4,https://databallr.com/wowy/BOS/2026/2026/regular/high/5man
BOS,BrownWhitePritchardGarzaHauser,TRUE,5,,9,Brown,White,Pritchard,Garza,Hauser,30,41.9,121.9,5.9,30,55.7,-2,10.9,-3.4,35.3,5.2,80,-36,21.4,40,-17.7,11.7,-2.7,16.7,-13.4,https://databallr.com/wowy/BOS/2026/2026/regular/high/5man
BOS,WhiteQuetaPritchardHauserWalsh,TRUE,5,,10,White,Queta,Pritchard,Hauser,Walsh,29,19.6,119.6,3.6,31.8,59.8,2.1,10.7,-3.7,23.1,-7,100,-16,33.3,50,-7.7,16.9,2.6,30.3,0.2,https://databallr.com/wowy/BOS/2026/2026/regular/high/5man
CHA,BridgesBallDiabatéMillerKnueppel,TRUE,5,,1,Bridges,Ball,Diabaté,Miller,Knueppel,115,19.7,137.7,21.7,48.1,66.9,9.2,13.1,-1.2,35,4.9,118.1,2.1,34.5,55.6,-2.1,9.7,-4.7,28.6,-1.5,https://databallr.com/wowy/CHA/2026/2026/regular/high/5man
CHA,BridgesBallMillerKalkbrenneKnueppel,TRUE,5,,2,Bridges,Ball,Miller,Kalkbrenne,Knueppel,78,-1.9,126.9,10.9,36.6,63.5,5.7,13.2,-1.2,28.6,-1.5,128.8,12.8,46.7,62.9,5.1,10.4,-4,26.3,-3.8,https://databallr.com/wowy/CHA/2026/2026/regular/high/5man
CHA,BridgesBallDiabatéKnueppelJames,TRUE,5,,3,Bridges,Ball,Diabaté,Knueppel,James,65,12.4,120,4,29.4,54.2,-3.6,6.9,-7.5,29.7,-0.3,107.6,-8.4,32.6,56.4,-1.3,18.3,3.9,23.7,-6.3,https://databallr.com/wowy/CHA/2026/2026/regular/high/5man
CHA,BridgesSextonKalkbrenneKnueppelJames,TRUE,5,,4,Bridges,Sexton,Kalkbrenne,Knueppel,James,61,12.3,125.4,9.4,42,65.8,8.1,15.1,0.7,23.5,-6.5,113.1,-2.9,36.4,54.4,-3.3,9.2,-5.2,27.5,-2.5,https://databallr.com/wowy/CHA/2026/2026/regular/high/5man
CHA,BridgesBallKalkbrenneKnueppelJames,TRUE,5,,5,Bridges,Ball,Kalkbrenne,Knueppel,James,49,-15,116.3,0.3,36.2,58.7,1,17.3,2.9,34,3.9,131.4,15.4,47.1,62,4.3,9.8,-4.6,30.6,0.5,https://databallr.com/wowy/CHA/2026/2026/regular/high/5man
CHA,BridgesSextonBallKalkbrenneKnueppel,TRUE,5,,6,Bridges,Sexton,Ball,Kalkbrenne,Knueppel,44,-1.7,117.5,1.5,34.2,57,-0.7,9.3,-5.1,22.9,-7.2,119.2,3.2,29.4,59.7,2,12.1,-2.3,22.7,-7.4,https://databallr.com/wowy/CHA/2026/2026/regular/high/5man
CHA,BridgesMillerKalkbrenneKnueppelJames,TRUE,5,,7,Bridges,Miller,Kalkbrenne,Knueppel,James,37,7,135.5,19.5,50,67.8,10,13.2,-1.2,30.3,0.2,128.6,12.6,47.1,65.3,7.6,11.7,-2.7,18.2,-11.9,https://databallr.com/wowy/CHA/2026/2026/regular/high/5man
CHA,BridgesSextonDiabatéKnueppelJames,TRUE,5,,8,Bridges,Sexton,Diabaté,Knueppel,James,34,2.4,116.1,0.1,38.1,60,2.3,24.2,9.8,44,13.9,113.7,-2.3,36.4,61,3.3,11,-3.4,24.1,-5.9,https://databallr.com/wowy/CHA/2026/2026/regular/high/5man
CHA,BridgesDiabatéMillerKnueppelJames,TRUE,5,,9,Bridges,Diabaté,Miller,Knueppel,James,32,3.9,108.5,-7.5,38.9,53.4,-4.4,8.5,-5.9,11.1,-19,104.5,-11.5,30.4,53.1,-4.7,10.6,-3.8,22.6,-7.5,https://databallr.com/wowy/CHA/2026/2026/regular/high/5man
CHA,BridgesMannDiabatéKnueppelJames,TRUE,5,,10,Bridges,Mann,Diabaté,Knueppel,James,28,-18.4,127.8,11.8,31.8,57.6,-0.1,14.8,0.4,42.9,12.8,146.2,30.1,61.1,74.5,16.8,13.5,-0.9,22.2,-7.9,https://databallr.com/wowy/CHA/2026/2026/regular/high/5man
CHI,WhiteOkoroGiddeyBuzelisVučević,TRUE,5,,1,White,Okoro,Giddey,Buzelis,Vučević,89,1.2,127.4,11.4,41.6,61.8,4,9.7,-4.7,25.3,-4.8,126.2,10.2,33.7,60.9,3.1,10.5,-3.9,25.8,-4.2,https://databallr.com/wowy/CHI/2026/2026/regular/high/5man
CHI,OkoroJonesGiddeyBuzelisVučević,TRUE,5,,2,Okoro,Jones,Giddey,Buzelis,Vučević,76,-15.7,106.2,-9.8,39.6,58.5,0.8,19.8,5.4,23.5,-6.5,121.9,5.9,39.3,56.4,-1.3,9.4,-5,29.3,-0.8,https://databallr.com/wowy/CHI/2026/2026/regular/high/5man
CHI,HuerterOkoroGiddeyBuzelisVučević,TRUE,5,,3,Huerter,Okoro,Giddey,Buzelis,Vučević,65,4.5,111.9,-4.2,34.8,54,-3.8,9.6,-4.8,21.7,-8.3,107.4,-8.7,32.1,53.3,-4.5,10.3,-4.1,23.2,-6.9,https://databallr.com/wowy/CHI/2026/2026/regular/high/5man
CHI,HuerterOkoroJonesBuzelisVučević,TRUE,5,,4,Huerter,Okoro,Jones,Buzelis,Vučević,53,-4.5,118.9,2.9,20,62.3,4.5,14.4,0,26.2,-3.9,123.4,7.4,42.1,58.1,0.3,10.8,-3.6,33.9,3.8,https://databallr.com/wowy/CHI/2026/2026/regular/high/5man
CHI,OkoroSmithJonesBuzelisVučević,TRUE,5,,5,Okoro,Smith,Jones,Buzelis,Vučević,38,-16.5,130.1,14.1,35.5,63.3,5.6,11,-3.4,25.8,-4.3,146.7,30.7,57.1,67.9,10.2,2.7,-11.7,24.2,-5.8,https://databallr.com/wowy/CHI/2026/2026/regular/high/5man
CHI,WhiteJonesGiddeyBuzelisVučević,TRUE,5,,6,White,Jones,Giddey,Buzelis,Vučević,38,11.5,121,5,29.7,54.4,-3.3,8.6,-5.7,31,0.9,109.5,-6.5,50,59.7,2,19,4.7,28.6,-1.5,https://databallr.com/wowy/CHI/2026/2026/regular/high/5man
CHI,HuerterWilliamsSmithJonesDosunmu,TRUE,5,,7,Huerter,Williams,Smith,Jones,Dosunmu,37,-0.7,118.8,2.7,26.9,57.2,-0.5,11.3,-3.1,34.2,4.1,119.5,3.5,36,61.3,3.6,11.7,-2.7,15.6,-14.5,https://databallr.com/wowy/CHI/2026/2026/regular/high/5man
CHI,HuerterDosunmuGiddeyBuzelisVučević,TRUE,5,,8,Huerter,Dosunmu,Giddey,Buzelis,Vučević,33,8.6,116.4,0.4,38.1,58.2,0.5,14.9,0.5,29,-1,107.8,-8.2,29.2,57.5,-0.2,15.6,1.2,20.7,-9.4,https://databallr.com/wowy/CHI/2026/2026/regular/high/5man
CHI,WhiteOkoroSmithBuzelisVučević,TRUE,5,,9,White,Okoro,Smith,Buzelis,Vučević,32,4.8,123.8,7.8,48,61.9,4.2,12.7,-1.7,21.4,-8.6,119,3,53.6,58.6,0.9,7.9,-6.4,17.1,-12.9,https://databallr.com/wowy/CHI/2026/2026/regular/high/5man
CHI,HuerterOkoroWilliamsGiddeyVučević,TRUE,5,,10,Huerter,Okoro,Williams,Giddey,Vučević,30,0.8,124.6,8.6,51.9,67.2,9.4,14.5,0.1,14.8,-15.3,123.8,7.8,29.6,56.5,-1.2,9.5,-4.9,31.4,1.4,https://databallr.com/wowy/CHI/2026/2026/regular/high/5man
CLE,MitchellHunterGarlandMobleyTyson,TRUE,5,,1,Mitchell,Hunter,Garland,Mobley,Tyson,87,-17.8,113.7,-2.3,32.6,55,-2.7,12.6,-1.8,27.7,-2.4,131.5,15.5,42.6,66.5,8.7,12.2,-2.2,29.3,-0.7,https://databallr.com/wowy/CLE/2026/2026/regular/high/5man
CLE,MitchellAllenWadeMobleyTyson,TRUE,5,,2,Mitchell,Allen,Wade,Mobley,Tyson,53,32.1,128.4,12.4,35.5,61.8,4.1,12.7,-1.6,32.6,2.5,96.3,-19.7,27.3,48.1,-9.6,12.8,-1.5,23.3,-6.7,https://databallr.com/wowy/CLE/2026/2026/regular/high/5man
CLE,MitchellAllenHunterMerrillMobley,TRUE,5,,3,Mitchell,Allen,Hunter,Merrill,Mobley,50,-3.6,122.9,6.9,33.3,60.3,2.5,11.4,-3,27.5,-2.6,126.5,10.5,50,62,4.3,10.8,-3.6,24.4,-5.6,https://databallr.com/wowy/CLE/2026/2026/regular/high/5man
CLE,MitchellAllenHunterGarlandMobley,TRUE,5,,4,Mitchell,Allen,Hunter,Garland,Mobley,49,33.6,131.8,15.8,41.2,64.7,6.9,16.8,2.4,41.3,11.2,98.2,-17.8,32,51.9,-5.8,12.7,-1.7,14.5,-15.5,https://databallr.com/wowy/CLE/2026/2026/regular/high/5man
CLE,MitchellAllenGarlandMerrillMobley,TRUE,5,,5,Mitchell,Allen,Garland,Merrill,Mobley,43,-7.9,113.6,-2.4,34.3,54.4,-3.3,6.8,-7.6,18.8,-11.3,121.5,5.5,42.1,60.8,3,19.4,5,39,8.9,https://databallr.com/wowy/CLE/2026/2026/regular/high/5man
CLE,MitchellAllenGarlandMobleyTyson,TRUE,5,,6,Mitchell,Allen,Garland,Mobley,Tyson,35,44.3,137.1,21.1,36.4,64,6.3,14.3,-0.1,43.8,13.7,92.9,-23.1,31,46.4,-11.3,17.1,2.8,26.8,-3.2,https://databallr.com/wowy/CLE/2026/2026/regular/high/5man
CLE,MitchellAllenGarlandWadeMerrill,TRUE,5,,7,Mitchell,Allen,Garland,Wade,Merrill,35,19.9,122.7,6.7,53.1,74.2,16.5,20,5.6,4.2,-25.9,102.7,-13.3,39.1,52.1,-5.7,12.3,-2.1,21.1,-9,https://databallr.com/wowy/CLE/2026/2026/regular/high/5man
CLE,MitchellHunterMobleyTomlinJr,TRUE,5,,8,Mitchell,Hunter,Mobley,Tomlin,Jr,33,2.8,128.2,12.2,46.4,63.2,5.5,8.5,-5.9,24.2,-5.8,125.4,9.4,42.9,64.6,6.9,14.9,0.5,27.6,-2.5,https://databallr.com/wowy/CLE/2026/2026/regular/high/5man
CLE,MitchellHunterWadeMobleyTyson,TRUE,5,,9,Mitchell,Hunter,Wade,Mobley,Tyson,29,19.3,140.3,24.3,34.6,61.3,3.5,1.6,-12.8,32.3,2.2,121.1,5,31.3,64.4,6.7,17.5,3.2,23.8,-6.3,https://databallr.com/wowy/CLE/2026/2026/regular/high/5man
CLE,MitchellAllenHunterMobleyTyson,TRUE,5,,10,Mitchell,Allen,Hunter,Mobley,Tyson,28,-4.9,116.4,0.4,47.6,63.4,5.7,19.7,5.3,28,-2.1,121.3,5.3,50,62.7,5,14.8,0.4,26.9,-3.2,https://databallr.com/wowy/CLE/2026/2026/regular/high/5man
DAL,MarshallChristieFlaggNembhardDavis,TRUE,5,,1,Marshall,Christie,Flagg,Nembhard,Davis,71,-7.9,119.6,3.6,46.2,63.1,5.3,14,-0.4,17.5,-12.5,127.5,11.5,35,60.3,2.6,7,-7.3,28.6,-1.5,https://databallr.com/wowy/DAL/2026/2026/regular/high/5man
DAL,WashingtonGaffordWilliamsChristieFlagg,TRUE,5,,2,Washington,Gafford,Williams,Christie,Flagg,68,-2.5,115.6,-0.4,23.1,55.4,-2.3,9.9,-4.5,29,-1.1,118.1,2.1,31.7,57,-0.7,16.7,2.3,40.3,10.2,https://databallr.com/wowy/DAL/2026/2026/regular/high/5man
DAL,WashingtonMarshallFlaggNembhardDavis,TRUE,5,,3,Washington,Marshall,Flagg,Nembhard,Davis,47,29.9,123.7,7.7,30.8,64,6.2,12.4,-2,24.3,-5.8,93.8,-22.2,16.2,41.4,-16.4,12.4,-2,36.9,6.8,https://databallr.com/wowy/DAL/2026/2026/regular/high/5man
DAL,GaffordMarshallWilliamsChristieFlagg,TRUE,5,,4,Gafford,Marshall,Williams,Christie,Flagg,38,-27.1,97.6,-18.4,23.1,48.8,-9,13.3,-1.1,22.2,-7.9,124.7,8.7,26.1,58,0.3,9.9,-4.5,30,-0.1,https://databallr.com/wowy/DAL/2026/2026/regular/high/5man
DAL,MartinMarshallChristieFlaggPowell,TRUE,5,,5,Martin,Marshall,Christie,Flagg,Powell,36,37.1,122.1,6.1,46.4,64.4,6.6,13,-1.4,20,-10.1,85,-31,26.9,45.9,-11.8,16.3,1.9,16.3,-13.8,https://databallr.com/wowy/DAL/2026/2026/regular/high/5man
DAL,MarshallWilliamsChristieFlaggPowell,TRUE,5,,6,Marshall,Williams,Christie,Flagg,Powell,33,-12.7,121.1,5.1,33.3,57.3,-0.4,4.2,-10.2,22.9,-7.2,133.8,17.8,52,73.1,15.3,18.3,3.9,25,-5.1,https://databallr.com/wowy/DAL/2026/2026/regular/high/5man
DAL,RussellWashingtonGaffordChristieFlagg,TRUE,5,,7,Russell,Washington,Gafford,Christie,Flagg,32,-33.9,95.5,-20.5,36,51.6,-6.1,11.9,-2.4,8.8,-21.3,129.4,13.4,40.7,59.5,1.7,8.8,-5.6,29.4,-0.7,https://databallr.com/wowy/DAL/2026/2026/regular/high/5man
DAL,MarshallChristieFlaggNembhardPowell,TRUE,5,,8,Marshall,Christie,Flagg,Nembhard,Powell,32,26.7,132.8,16.8,45.8,66.4,8.7,14.1,-0.3,26.9,-3.2,106.2,-9.9,30,54.8,-3,16.9,2.5,28.1,-2,https://databallr.com/wowy/DAL/2026/2026/regular/high/5man
DAL,WashingtonChristieFlaggNembhardDavis,TRUE,5,,9,Washington,Christie,Flagg,Nembhard,Davis,28,-25.1,132,16,28.6,64.7,7,18,3.6,50,19.9,157.1,41.1,70,78.6,20.8,8.2,-6.2,25,-5.1,https://databallr.com/wowy/DAL/2026/2026/regular/high/5man
DAL,GaffordMarshallChristieFlaggDavis,TRUE,5,,10,Gafford,Marshall,Christie,Flagg,Davis,28,-2.4,124,8,42.9,59.6,1.9,10,-4.4,30.4,0.4,126.4,10.4,30,54.9,-2.8,3.8,-10.6,37.9,7.9,https://databallr.com/wowy/DAL/2026/2026/regular/high/5man
DEN,MurrayJohnsonWatsonJonesJokić,TRUE,5,,1,Murray,Johnson,Watson,Jones,Jokić,160,20.7,138.5,22.5,48.8,70.6,12.8,13.9,-0.4,31.4,1.3,117.8,1.8,32.3,57.6,-0.2,13.9,-0.5,30.1,0,https://databallr.com/wowy/DEN/2026/2026/regular/high/5man
DEN,MurrayJohnsonBraunGordonJokić,TRUE,5,,2,Murray,Johnson,Braun,Gordon,Jokić,153,11.7,123.3,7.3,28.8,60.7,2.9,12.9,-1.4,32.6,2.5,111.7,-4.4,32.8,56.2,-1.5,11.3,-3.1,20.8,-9.3,https://databallr.com/wowy/DEN/2026/2026/regular/high/5man
DEN,MurrayWatsonJonesJrJokić,TRUE,5,,3,Murray,Watson,Jones,Jr,Jokić,79,14.4,140,24,40.3,66.7,8.9,11.2,-3.2,36.6,6.5,125.6,9.6,38.7,60.3,2.6,9.5,-4.9,25.3,-4.8,https://databallr.com/wowy/DEN/2026/2026/regular/high/5man
DEN,MurrayBrownWatsonValančiūnaJr,TRUE,5,,4,Murray,Brown,Watson,Valančiūna,Jr,66,1.7,117.9,1.9,39.1,59.8,2.1,14.2,-0.2,29.5,-0.6,116.2,0.2,41.3,57.7,-0.1,11.8,-2.6,31.7,1.7,https://databallr.com/wowy/DEN/2026/2026/regular/high/5man
DEN,MurrayBrownWatsonJrJokić,TRUE,5,,5,Murray,Brown,Watson,Jr,Jokić,58,0,135.5,19.5,37.8,65.9,8.1,9.9,-4.5,28.6,-1.5,135.5,19.5,55.3,72.6,14.8,10.7,-3.6,18.2,-11.9,https://databallr.com/wowy/DEN/2026/2026/regular/high/5man
DEN,MurrayPickettWatsonJonesGordon,TRUE,5,,6,Murray,Pickett,Watson,Jones,Gordon,44,4.4,115.4,-0.6,42.5,58.4,0.7,4.4,-10,4.5,-25.5,111,-5,33.3,56.1,-1.6,14.3,-0.1,26.2,-3.9,https://databallr.com/wowy/DEN/2026/2026/regular/high/5man
DEN,MurrayJohnsonJonesJrJokić,TRUE,5,,7,Murray,Johnson,Jones,Jr,Jokić,44,6.4,123.3,7.3,39.4,59.8,2,8.1,-6.2,22.5,-7.6,116.9,0.9,55.6,61.4,3.7,16.9,2.5,25.7,-4.4,https://databallr.com/wowy/DEN/2026/2026/regular/high/5man
DEN,BrownJohnsonNnajiValančiūnaJr,TRUE,5,,8,Brown,Johnson,Nnaji,Valančiūna,Jr,40,2,129.9,13.9,33.3,62.5,4.8,15.6,1.2,44.1,14,127.8,11.8,48.6,57.5,-0.3,6.3,-8.1,31,0.9,https://databallr.com/wowy/DEN/2026/2026/regular/high/5man
DEN,MurrayBrownWatsonJonesJokić,TRUE,5,,9,Murray,Brown,Watson,Jones,Jokić,31,-4.7,116.2,0.2,46.7,62.9,5.2,17.6,3.3,20.8,-9.2,120.8,4.8,30.4,56.5,-1.2,11.1,-3.3,37.1,7.1,https://databallr.com/wowy/DEN/2026/2026/regular/high/5man
DEN,MurrayJohnsonWatsonJrJokić,TRUE,5,,10,Murray,Johnson,Watson,Jr,Jokić,31,30.9,146.3,30.3,66.7,74.2,16.5,14.9,0.5,34.8,4.7,115.4,-0.6,32.1,58.7,1,16.9,2.5,29.6,-0.4,https://databallr.com/wowy/DEN/2026/2026/regular/high/5man
DET,RobinsonCunninghamDurenThompsonHarris,TRUE,5,,1,Robinson,Cunningham,Duren,Thompson,Harris,291,8.9,125.1,9.1,42.9,60,2.3,14.1,-0.3,36.1,6,116.2,0.2,36.5,57.7,-0.1,15.7,1.3,29.6,-0.5,https://databallr.com/wowy/DET/2026/2026/regular/high/5man
DET,RobinsonStewartCunninghamDurenThompson,TRUE,5,,2,Robinson,Stewart,Cunningham,Duren,Thompson,78,6.5,122.4,6.4,32.6,62.4,4.7,14.7,0.4,25,-5.1,115.9,-0.1,50,54.4,-3.4,13.2,-1.1,29.7,-0.4,https://databallr.com/wowy/DET/2026/2026/regular/high/5man
DET,RobinsonStewartCunninghamThompsonHarris,TRUE,5,,3,Robinson,Stewart,Cunningham,Thompson,Harris,35,-9.3,118.1,2.1,33.3,55.2,-2.5,15.3,0.9,38.9,8.8,127.4,11.4,46.4,64.6,6.8,11,-3.4,14.8,-15.3,https://databallr.com/wowy/DET/2026/2026/regular/high/5man
